 ,Subject,Content,Problem
227199,PDIHUB Suspension del usuario ahn,Hola la cuenta de pdihub de ahn ha sido suspendida. Habilitadla por favor. Saludos. Eloy. --,unsuspend
227196,Acceso Jira proyecto Global Big Data,Hola Podriais por favor darme acceso al proyecto Global Big Data en Jira Por otra parte aparece mi usuario como responsable del proyecto Jira INCAS. Este proyecto creo que no tiene ningun issue. Por mi parte se puede eliminar. Saludos. Santiago.,Otros
227193,Solicitud Licencia PyCharm,Buenos dias Solicitando me puedan facilitar una licencia para la version profesional de PyCharm ya que el dia de hoy me incorporo al equipo de desarrollo de Jose Alfredo Picon a quien pongo en copia. Muchas gracias de ante mano por su tiempo. Saludos Arcen Kassabian,Otros
227191,Artifactory Cambio de permisos en repositorios,Buenas Solicito que a los siguientes repos de Artifactory Â� Docker Â� yum-ita Â� yum-jsm-release Â� yum-jsm-snapshot Se agreguen los siguientes usuarios como administradores Â� Pedro Ballesteros pmbh Â� Henar Muñoz henar Â� Arturo Canales acg Â� Fernando Gonzalez fgl Â� Alejandro Nogueiro anm Â� Manuel Rodriguez amrd Adicionalmente deberian darse de baja como administradores los siguientes usuarios causaron baja en la compañia Â� Gerardo Gonzalez gjt Â� Julio Ramirez julior Â� David Lopez davidlm Â� Francisco Mayoral fms Gracias de antemano. Un saludo. Manuel Rodriguez Jaen Operations Delivery Service Engineer SmartDigits gCTO - Telefonica Global Resources antoniomanuel.rodriguezjaentelefonica.com skype manolo.rj,artifactory-permisos
227175,PDIHUB Suspension del usuario dgc,Buenas He recibido un correo en que se me notifica que mi ussuario dgc esta suspendido. Pueden por favor volver a activarlo Un saludo David Gomez,unsuspend
227098,EPG,,
227096,PDIHUB Suspension del usuario cxb,Hola Respecto al usuario cxb que hemos estado intentando habilitar ultimamente por fin autentica usuario y clave en PDIHub pero ahora le dice que no pertenece a ninguna organizacion y parece que por eso esta suspendido. Yo he intentado añadirla a un Team de la organizacion pero no encuentra el usuario. Tengo que hacer alguna otra cosa o hay que reactivar el usuario en PDIHub cid image .jpg D E C. CA CC Gracias . Saludos Javier.,unsuspend
227085,Your message to Dcip-users awaits moderator approval,Your mail to Dcip-users with the subject EPG Official Notifier Report Is being held until the list moderator can review it for approval. The reason it is being held Post by non-member to a members-only list Either the message will get posted to the list or you will receive notification of the moderators decision. If you would like to cancel this posting please visit the following URL https listas.tid.es mailman confirm dcip-users ac af fb d f ffaa a ed c fd c ce,Otros
227084,EPG Official Notifier Report,,
227069,GITHUB Alta del usuario NereaSG,Buenos dias Esta mañana me he dado cuenta de que se me habia desvinculado de los proyectos de Telefonica en Github porque me despiste a la hora de activar FA en mi cuenta. Pueden indicarme como puedo volver a tener acceso a estos proyectos Muchas gracias y disculpen las molestias. Un cordial saludo Nerea P.D. Pongo en Cc a Paulo Villegas que es mi responsable dentro del proyecto.,add-github-user
227066,Acceso al nuevo Openshift,Hola Como ya se pueden pedir usuario pues solicito el mio en OpenShift y un proyecto GVP para hacer pruebas. Saludos Kike -- Enric Escorihuela Navarro Gvp.tools and Gvp.tecnologia Video Delivery Telefonica Global Resources enrictid.es mailto enrictid.es enric.escorihuelanavarrotelefonica.com Skype kikeworking Diagonal PlaÃ�a Ernest Lluch i Marti Barcelona Movil . . Telf . . .,Otros
227050,Acceso a http vmticket.hi.inet,Buenos dias Se ha incorporado un compañero nuevo en ITuser podeis darle acceso a la herramienta de http vmticket.hi.inet Nombre SERGIO Apellidos FORERO MARTORELL Usuario de TID sfm Gracias Saludos cid C C - - B - - A DCB B D Roberto carrasco martinez IT Desktop Telefonica I D ITuser Distrito Telefonica Edificio Oeste Planta Â� Sala E- Ronda de la Comunicacion s n Madrid Spain soportedt .tidtelefonica.com mailto soportedt .tidtelefonica.com,Otros
227027,GITHUB Alta del usuario joseluiscivir en el team VDC,Hola Tras solucionar https github.com joseluiscivir la configuracion de FA ya podemos de nuevo incluirlo dentro del https github.com orgs Telefonica teams vdc Un saludo David David Perales Ferrera Development Lead Manager Global Cloud Services Telefonica Business Solutions M david.peralesferreratelefonica.com mailto david.peralesferreratelefonica.com Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain,add-github-user
227006,Creacion máquina qacdn-dev-proxy-zabbix en el entorno de CDN,Buenas Necesitamos otra maquina en el entorno qacdn-dev de CDN. Nombre qacdn-dev-proxy-zabbix CPU RAM GB HD GB VLAN La misma que el resto del entorno qacdn-dev Carlos,crearmaquinavirtual
227004,Acceso a unidad de red,Hola Necesito que el usuario mmperez tenga acceso a la unidad de red oriente.hi.inetprogram management file oriente.hi.inet program management Gracias Rafael Amian,Otros
226991,Solicitud máquina,Hola en SmartM M necesitamos un servidor para poder montar un Redmine y hacer una mejor gestion. Necesitamos una maquina de al menos GB de RAM y con un volumen de GB asociado para la bbdd de redmine y los ficheros. No hace falta que lo monteis porque no tengo claro donde dejare los datos. Con cores nos apañamos de momento. En un futuro ampliaremos ram y cpu si fuera necesario. Nombre sm m-redmine- Como SO ponedme un Ubuntu please. Saludos. Eloy. --,crearmaquinavirtual
226988,Solicitud de provision de usuario,,
226981,JIRA solicitud de baja de usuario,Buenas Este correo es para solicitar la baja de jira del usuario o.phillips Gracias por adelantado â Javier Chamorro Big Data Operations Delivery Lead Telefonica Digital Operations Deployment â Global CTO skype javier-chamorro My email address has changed to franciscojavier.chamorropereztelefonica.com mailto franciscojavier.chamorropereztelefonica.com,Otros
226978,GitHub Permisos de admin en todos repos,Hola Por favor ponerme como admin en todos los repos de github donde soy maintainer. Un saludo David David Perales Ferrera Development Lead Manager Global Cloud Services Telefonica Business Solutions M david.peralesferreratelefonica.com mailto david.peralesferreratelefonica.com Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain,Otros
226971,Returned mail see transcript for details,The original message was received at Thu Jun from vip-mimesweeper.uk.pri.o .com . . . ----- The following addresses had permanent fatal errors ----- benjaminjames.calnano .com reason . . User unknown ----- Transcript of session follows ----- ... while talking to . . . DATA . . User unknown . . benjaminjames.calnano .com... User unknown . . Need Rcpt command.,Otros
226970,Respuesta automática GitHub Haz pública tu membresía a Telefonica,Por fin estoy de vacaciones. Voy a estar fuera unas semanas hasta el de junio. Estare al sol en algun punto del mundo. Si nos vemos estare encantada de conversar contigo un rato mientras nos tomamos un refrigerio diria una cerveza pero es posible que sea ilegal. De lo contrario tendras que esperar a que vuelva. Si por algun motivo de catastrofe mundial no puedes esperar david.peralesferreratelefonica.com y josejuan.sanchezdasitelefonica.com intentaran solucionar tu inquietudes en cuanto tengan un hueco en su apretada agenda. ----------------------------------------------------------------------------------------------------------------------- Finally I am on holidays. Im going to be out a few weeks until June. I will be to sunbathe somewhere in the world. If you see me I will be happy to talk with you and drink some soft-drink I would say a beer but maybe it is illegal in this place. Otherwise you will have to wait to my return. Sorry. If you can not wait for example a global catastrofe happens david.peralesferreratelefonica.com and josejuan.sanchezdasitelefonica.com will try to resolve your questions in a hole in their busy schedule. ----------------------------------------------------------------------------------------------------------------------- Finalment estic de vacances. Sere fora unes setmanes fins de Juny. Estare al sol en algun punt del mon. Si ens veiem estare encantada de conversar amb tu una estona mentre ens prenem un refrigerio diria una cervesa que no sEstrella damma si us plaus perÃ� es possible que sigui ilÂ�legal. En cas contrari haurÃ�s desperar al fet que torni. Si per algun motiu de catastrofe mundial independÃ�ncia invasion de estraterrestres o qualsevol altra cosa que sels ocorri als politicos no pots esperar david.peralesferreratelefonica.com i josejuan.sanchezdasitelefonica.com intentarÃ�n solucionar les teves inquietuds quan tinguin un buit en la seves agendes. Buscad a vuestros amigos pero renunciad a toda esperanza. Pues esta ha abandonado esas tierras Fatima Gilmartin Luquero fatima.gilmartinluquerotelefonica.com Telefonica I D Phone - Torre Telefonica Diagonal Pl. Ernest Lluch - Barcelona SPAIN,Otros
226967,GitHub Haz pública tu membresía a Telefonica,,
226966,GitHub Haz pública tu membresía a Telefonica,,
226965,GitHub Haz pública tu membresía a Telefonica,,
226964,GitHub Haz pública tu membresía a Telefonica,,
226963,GitHub Haz pública tu membresía a Telefonica,,
226962,GitHub Haz pública tu membresía a Telefonica,,
226961,GitHub Haz pública tu membresía a Telefonica,,
226960,GitHub Haz pública tu membresía a Telefonica,,
226959,GitHub Haz pública tu membresía a Telefonica,,
226958,GitHub Haz pública tu membresía a Telefonica,,
226957,GitHub Haz pública tu membresía a Telefonica,,
226956,GitHub Haz pública tu membresía a Telefonica,,
226955,GitHub Haz pública tu membresía a Telefonica,,
226952,GitHub Haz pública tu membresía a Telefonica,,
226951,GitHub Haz pública tu membresía a Telefonica,,
226950,GitHub Haz pública tu membresía a Telefonica,,
226948,GitHub Haz pública tu membresía a Telefonica,,
226947,GitHub Haz pública tu membresía a Telefonica,,
226946,GitHub Haz pública tu membresía a Telefonica,,
226945,GitHub Haz pública tu membresía a Telefonica,,
226944,GitHub Haz pública tu membresía a Telefonica,,
226943,GitHub Haz pública tu membresía a Telefonica,,
226942,GitHub Haz pública tu membresía a Telefonica,,
226941,GitHub Haz pública tu membresía a Telefonica,,
226939,GitHub Haz pública tu membresía a Telefonica,,
226938,GitHub Haz pública tu membresía a Telefonica,,
226937,PDIHUB Suspension del usuario anpi,Buenas tardes Por favor vuelven a activar el usuario tengo que aprobar el pull request. Usuario anpi Gracias. Un saudo,unsuspend
226925,configuracion Apache en CentOS . sobre Azure,,
226916,PDIHUB Suspension del usuario bap,Hola hace unos dias recibi este correo en el que se me informaba de el marcado como dormant de mi usuario de PDIHUB. Por favor necesito volver a tener acceso al PDIHUB. Un saludo Bea. El a las epgtid.es escribio PDIHUB SCM Inactivity Policy EPG Beatriz Your user bap has been marked as dormant Users are considered dormant if theyve existed for longer than a month havent generated any activity within the last month and are not Site Admins. Activity is defined as commenting on issues or pull requests creating issues pull requests repositories making any commits on any repositories or owning any repositories that have been pushed to recently. Check bap public activity https pdihub.hi.inet bap tab activity If there is any reason that implies that the user should be maintained regardless of the activity performed please mail EPG Admins mailto epgtid.es,unsuspend
226864,Servidor para proyecto SmartNotifications,Hola necesitariamos una nueva maquina virtual para el proyecto SmartNotifications. Esta maquina debera correr un servidor PosrtgreSQL . para hacer de mirror de una maquina de recopilacion de datos en produccion asi que necesitara al menos gb cpu gb de disco Un saludo Alfred,crearmaquinavirtual
226857,PDIHUB Errore al acceder y hacer push a un repositorio,Buenas tardes Alguna novedad sobre este pedido Necesitamos realizar cambios y sin estos permisos no podemos avanzar. Gracias Saludos D I G I T A L T E L C O E X P E R I E N C E cid image .png D DF . DCCC Sebastian Diaz Â� OB Integration gOB sebastian.diazdtelefonica.com mailto sebastian.diazdtelefonica.com Av. Ingeniero Huergo Piso Buenos Aires C AQH Argentina www.tu.com http www.tu.com www.tuenti.com http www.tuenti.com id image .png D D FC. F C E Si necesita imprimir recuerde que puede reutilizar hojas que han sido impresas de un solo lado. De DAVID GOMEZ CAMBRONERO ALVAREZ david.gomezcambronerotelefonica.com Fecha lunes de junio de Para epgtid.es epgtid.es CC SEBASTIAN DIAZ sebastian.diazdtelefonica.com Asunto Errore al accedr y hacer push a un repositorio Buenas Sebastian en copia y yo estamos teniendo problemas de permisos para distintas acciones al entrat en pdihub. Concretamente Sebastiam con usuario sdiaz no puede realizar push sobre el repositorio https pdihub.hi.inet yarn ojo-static con error https pdihub.hi.inet yarn ojo-static https pdihub.hi.inet yarn ojo-static ERROR Permission to yarn ojo-static.git denied to sdiaz. fatal Could not read from remote repository. https pdihub.hi.inet yarn ojo-static https pdihub.hi.inet yarn ojo-static Por mi lado usuario dgc no puedo acceder a pdihub en https pdihub.hi.inet session. Por favor pueden mirar como solucionar este problema un saludo David Gomez,
226853,consulta cuota espacio usuario satcaster en ftp.tid.es,Buenas tardes podrian decirnos que cuota espacio tenemos en el usuario satcaster del ftp ftp.tid.es ftp ftp.tid.es Muchas gracias. Saludos Juan Juan Ignacio Gomez Gregorio Video Devices Expert M Skype juanignacio.gomez.centum mailto juanignacio.gomezcentum.com Mailto Skype for Business juanignacio.gomezcentum.com mailto juanignacio.gomezcentum.com Logo Centum y tech Emotion CENTUM Solutions - www.centum.es http www.centum.es Avenida Rita Levi Montalcini Getafe Madrid https lh .ggpht.com lSLM xhCA RZOwaQcjhlwmsvaIQYaP c qbDKCgLALhydrgExnaSKZdGa S YtRuVA w https yt .ggpht.com -CepHHHB l Y AAAAAAAAAAI AAAAAAAAAAA Z MftqWbEqA s -c-k-no photo.jpg http blog.komolakrafts.com wp-content uploads Youtube.png Estamos a un click siguenos,Otros
